gold_id,latitude,longitude
Go0092294,18.9208,-104.8919
Go0092295,18.9208,-104.8919
Go0092297,18.9208,-104.8919
Go0092298,18.9208,-104.8919
Go0092299,18.9208,-104.8919
Go0092300,18.9208,-104.8919
Go0092302,18.9208,-104.8919
Go0092303,18.9208,-104.8919
Go0092304,18.9208,-104.8919
Go0092305,18.9208,-104.8919
Go0092306,18.9208,-104.8919
Go0092307,18.9208,-104.8919
Go0092308,18.9208,-104.8919
Go0092309,18.9208,-104.8919
Go0092311,18.9208,-104.8919
Go0092312,18.9208,-104.8919
Go0092313,18.9208,-104.8919
Go0092314,18.9208,-104.8919
Go0092315,18.9208,-104.8919
Go0092317,18.9208,-104.8919
Go0092318,18.9208,-104.8919
Go0092319,18.9208,-104.8919
Go0092320,18.9208,-104.8919
Go0092324,18.9208,-104.8919
Go0092326,18.9208,-104.8919
Go0092327,18.9208,-104.8919
Go0092328,18.9208,-104.8919
Go0092329,18.9208,-104.8919
Go0092330,18.9208,-104.8919
Go0092332,26.1639,-92.1875
Go0092333,26.1639,-92.1875
Go0092334,26.1639,-92.1875
Go0092335,26.1639,-92.1875
Go0092336,26.1639,-92.1875
Go0092337,26.1639,-92.1875
Go0092338,26.0025,-92.5364
Go0092339,26.0025,-92.5364
Go0092340,26.0025,-92.5364
Go0092341,26.0025,-92.5364
Go0092342,26.0025,-92.5364
Go0092343,26.0025,-92.5364
Go0092344,26.0025,-92.5364
Go0092345,26.0025,-92.5364
Go0092346,26.0025,-92.5364
Go0092347,26.0025,-92.5364
Go0092348,26.0025,-92.5364
Go0092349,26.0025,-92.5364
Go0092350,26.0025,-92.5364
Go0092351,26.0025,-92.5364
Go0092352,26.0025,-92.5364
Go0092353,26.0025,-92.5364
Go0092354,26.0025,-92.5364
Go0092366,18.9208,-104.8919
Go0093884,55.0255,8.4567
Go0093886,15.488091,114.404752
Go0093887,15.488091,114.404752
Go0093892,54.1841,7.9
Go0093898,30.1171738,120.1193468
Go0093901,31.236229,119.6862851
Go0093902,40.3321889,115.5741967
Go0093903,43.117135,86.839263
Go0093906,47.634583,-122.26655
Go0093907,43.117135,86.837069
Go0093909,32.921033,116.9196499
Go0093911,47.634583,-122.26655
Go0093912,31.2371391,119.9658679
Go0093913,54.1841,7.9
Go0093914,40.2036341,117.0281501
Go0093915,31.9306979,120.1016132
Go0093916,55.0255,8.4567
Go0093917,55.0255,8.4567
Go0093920,37.2887591,103.7297558
Go0093921,41.017467,107.554198
Go0093924,47.634583,-122.26655
Go0093925,47.634583,-122.26655
Go0093926,47.634583,-122.26655
Go0093927,47.634583,-122.26655
Go0093932,55.0255,8.4567
Go0093933,31.452972,120.038
Go0093936,54.1841,7.9
Go0093937,54.1841,7.9
Go0093941,34.907365,78.5521819
Go0093942,47.634583,-122.26655
Go0093944,54.1841,7.9
Go0093949,54.1841,7.9
Go0093953,42.6215932,113.2427882
Go0093955,42.6215932,113.2427882
Go0093964,55.0255,8.4567
Go0094420,52.628431,5.78692
Go0095048,46.92,7.47
Go0095053,49.691733,-112.846752
Go0095830,48.743,6.347
Go0095831,48.743,6.347
Go0095832,48.743,6.347
Go0095833,48.743,6.347
Go0095834,48.743,6.347
Go0095835,48.743,6.347
Go0095836,48.743,6.347
Go0095837,48.743,6.347
Go0095838,48.743,6.347
Go0095839,48.743,6.347
Go0095840,48.743,6.347
Go0095841,48.743,6.347
Go0095842,48.743,6.347
Go0095843,48.743,6.347
Go0095844,48.743,6.347
Go0095845,48.743,6.347
Go0095846,48.743,6.347
Go0095847,48.743,6.347
Go0095848,48.743,6.347
Go0095849,48.743,6.347
Go0095850,48.743,6.347
Go0095851,48.743,6.347
Go0095852,48.743,6.347
Go0095853,48.743,6.347
Go0095854,48.743,6.347
Go0095855,48.743,6.347
Go0095858,47.088,5.165
Go0095859,50.61,3.209
Go0095860,49.215,5.636
Go0095861,49.215,5.636
Go0095862,50.795,3.946
Go0095863,50.795,3.946
Go0095864,50.795,3.946
Go0095865,50.795,3.946
Go0095866,50.795,3.946
Go0095867,50.795,3.946
Go0095868,50.795,3.946
Go0095869,50.357,2.098
Go0095876,46.38,100.94
Go0095877,43,86
Go0095878,36.76,97.24
Go0095879,37.47,88.16
Go0095893,34.4441,-101.0751
Go0095894,34.4378,-101.0561
Go0095895,30.0163,-99.7313
Go0095896,34.9475,-101.689
Go0095897,34.9475,-101.6889
Go0095898,34.9395,-101.6527
Go0095899,30.4505,-97.6385
Go0095900,26.0173,-97.2735
Go0095901,31.5616,-98.5992
Go0095902,50.472,3.395
Go0095903,43.704,5.657
Go0095904,43.704,5.657
Go0095905,49.751,3.365
Go0095906,49.751,3.365
Go0095907,49.751,3.365
Go0095908,49.751,3.365
Go0095909,49.751,3.365
Go0095910,49.751,3.365
Go0095911,49.751,3.365
Go0095912,49.751,3.365
Go0095913,49.751,3.365
Go0095914,49.751,3.365
Go0095915,48.149,5.204
Go0095916,48.149,5.204
Go0095917,50.384,3.589
Go0095918,47.904,1.907
Go0095919,44.51,6.35
Go0095920,44.51,6.35
Go0095921,44.51,6.35
Go0095922,44.51,6.35
Go0095923,44.51,6.35
Go0095924,44.51,6.35
Go0095925,44.51,6.35
Go0095926,44.51,6.35
Go0095927,44.51,6.35
Go0095928,44.51,6.35
Go0095929,44.51,6.35
Go0095930,44.51,6.35
Go0095931,44.51,6.35
Go0095932,44.51,6.35
Go0095933,44.51,6.35
Go0095934,44.51,6.35
Go0095935,44.51,6.35
Go0095936,44.51,6.35
Go0095937,44.51,6.35
Go0095938,44.51,6.35
Go0095939,44.51,6.35
Go0095940,44.51,6.35
Go0095941,49.652,3.427
Go0095942,50.349,1.85
Go0095943,50.349,1.85
Go0096914,36.81,-121.79
Go0096915,36.81,-121.79
Go0099393,54.1841,7.9
Go0099394,47.396235,-119.495958
Go0099408,54.1841,7.9
Go0099410,54.1841,7.9
Go0099415,54.1841,7.9
Go0099420,55.0255,8.4567
Go0099421,55.0255,8.4563
Go0099428,55.0255,8.4563
Go0099429,55.0255,8.4563
Go0099430,55.0255,8.4563
Go0099431,55.0255,8.4567
Go0099444,34.6,135.2
Go0099446,36.12,-97.03
Go0099447,-70.73,11.76
Go0099448,39.03,-76.91
Go0099454,69.06667,20.6666
Go0099455,26.346,127.79
Go0099457,47.7251,-122.468
Go0099459,52.28,-1.58
Go0102001,50.814788,8.769239
Go0102823,40.1891312,-109.3126257
Go0102824,0.267962,36.100187
Go0102829,40.31,-7.8
Go0102831,78.25267,17.08277
Go0102832,78.24249,15.6203
Go0102833,39.250301,29.23135
Go0102836,36.8074,128.6244
Go0102841,51.335,94.523
Go0102842,37.998,-119.034
Go0102843,41.15,-8.62
Go0102844,40.661889,-119.352837
Go0102845,35.1,129.01
Go0102847,50.640752,105.745354
Go0102848,50.633,105.742
Go0102855,35.484,139.576
Go0102859,43.3399,-89.0151
Go0102860,-24.317,145.485535
Go0102861,39.93,116.39
Go0102864,53.219462,6.563255
Go0102865,48.87,2.33
Go0102869,37.298168,-113.026298
Go0102891,-38.16415,176.243954
Go0102895,12.7120935,-16.2298886
Go0102898,36.09,140.33
Go0102902,-29.267083,-177.928662
Go0102903,-35.406331,173.849562
Go0103588,37.7411,-25.6756
Go0103595,47.43,-119.5
Go0103624,22.57,88.36
Go0103625,57.48426,10.623569
Go0103626,33.51,126.52
Go0103628,35.784399,140.317326
Go0103631,32.0103114,35.296976
Go0103634,31.895,34.808
Go0103635,1.299343,103.76016
Go0103636,46.53593,11.39123
Go0103640,33.51,126.52
Go0103646,37.7411,-25.6756
Go0103647,32.02,-111.36
Go0103650,55.75,37.62
Go0103653,50.735,7.098
Go0103662,35.19,128.11
Go0103665,48.8445,-3.1331
Go0103666,50.2463,-3.86
Go0103667,37.81,-25.53
Go0103672,30.25,120.15
Go0103675,36.75,127.45
Go0103676,54.75,6.8
Go0103677,42.663831,89.270464
Go0103679,42.663831,89.270464
Go0103681,42.663831,89.270464
Go0103682,53.6259,109.648
Go0103690,51.493087,11.950229
Go0103699,23.75298511,120.9498753
Go0104593,36.7065,-98.2699
Go0104601,36.751,-98.1621
Go0104606,36.8102,-97.527
Go0104609,36.8102,-97.527
Go0104610,36.7364,-96.1869
Go0104611,36.8102,-97.527
Go0104615,36.742,-96.3638
Go0104616,37.6191,175.0233
Go0104623,36.8121,-97.3042
Go0104625,36.811,-97.4538
Go0104626,36.7518,-98.1285
Go0104627,36.7096,-98.2695
Go0104628,36.8105,-98.0829
Go0104629,36.7421,-96.3639
Go0104630,36.8114,-98.0218
Go0104631,36.7625,-96.1747
Go0104632,36.7625,-96.1747
Go0104634,36.7369,96.1864
Go0104641,36.8123,-97.3041
Go0104642,36.8123,-97.3041
Go0104643,36.7095,-98.2696
Go0104644,36.7095,-98.2696
Go0104645,36.7095,-98.2696
Go0104646,36.7518,-98.129
Go0104647,36.6441,-96.3972
Go0104648,36.6442,-96.3964
Go0104649,36.6442,-96.3964
Go0104650,36.6442,-96.3964
Go0104651,36.6442,-96.3964
Go0104652,36.7528,-96.363
Go0104653,36.7528,-96.363
Go0104654,36.8134,-96.4397
Go0104655,36.8134,-96.4397
Go0104656,36.6844,-98.2026
Go0104657,36.811,-97.4538
Go0104658,36.8108,-96.4338
Go0104659,36.8108,-96.4338
Go0104660,36.8102,-97.527
Go0104661,36.7503,-98.1618
Go0104662,36.7503,-98.1618
Go0104663,36.8101,-98.0833
Go0104664,36.8128,-97.6782
Go0104665,36.8128,-97.6782
Go0104666,36.8108,-96.4338
Go0104667,36.7689,-96.3904
Go0104668,36.7689,-96.3904
Go0104669,36.7069,-98.2694
Go0104670,36.8107,-96.434
Go0104671,36.7503,-98.1618
Go0104672,36.742,-96.3638
Go0104673,36.811,-97.4538
Go0104676,36.7503,-98.1618
Go0104736,36.7518,-98.129
Go0104737,36.706,-98.2688
Go0104751,36.7421,-96.3639
Go0104752,36.811,-97.4538
Go0104753,36.7518,-98.129
Go0104754,36.81,-98.0836
Go0104755,36.742,-96.3638
Go0104756,36.7422,-96.3636
Go0104757,36.7424,-96.3636
Go0104758,36.7689,-96.3904
Go0104759,36.7687,-96.3903
Go0104760,36.8101,-98.0833
Go0104761,36.7518,-98.1285
Go0104762,36.6811,-98.2356
Go0104763,36.6811,-98.2355
Go0104764,36.6811,-98.2355
Go0104765,36.7095,-98.2696
Go0104766,36.7093,-98.2697
Go0104767,36.7065,-98.2699
Go0104768,36.7518,-98.129
Go0104769,36.7422,-96.3636
Go0104770,36.7424,-96.3636
Go0104771,36.8128,-97.6782
Go0104772,36.751,-98.1621
Go0104773,36.6808,-98.2353
Go0104774,36.706,-98.2688
Go0104775,36.81,-98.0836
Go0104776,36.7625,-96.1739
Go0104777,36.8118,-97.6782
Go0104778,36.6441,-96.3972
Go0104779,36.7069,-98.2694
Go0104780,36.8108,-96.4341
Go0104781,36.8114,-98.0218
Go0104782,36.811,-97.4538
Go0104783,36.7633,-96.1738
Go0104784,36.799,-96.4134
Go0104785,36.811,-97.4538
Go0104786,36.751,-98.1621
Go0104787,36.6442,-96.3964
Go0104788,36.6442,-96.3964
Go0104789,36.7422,-96.3636
Go0104790,36.8108,-96.4338
Go0104791,36.811,-97.4538
Go0104792,36.8133,-96.4396
Go0104793,36.81,-98.0836
Go0104794,36.7565,-96.382
Go0104795,36.7989,-96.4134
Go0104796,36.763,-96.1737
Go0104797,36.7625,-96.1741
Go0104798,36.7503,-98.1618
Go0104799,36.7503,-98.1618
Go0104800,36.751,-98.1621
Go0104801,36.8101,-98.0833
Go0104802,36.8118,-97.6782
Go0104803,36.6808,-98.2353
Go0104804,36.8115,-98.0216
Go0104805,36.7989,-96.4134
Go0104806,36.6445,-96.3979
Go0104807,36.742,-96.3638
Go0104808,36.799,-96.4134
Go0104809,36.7861,-96.3969
Go0104810,36.8108,-96.4341
Go0104811,36.8108,-96.4338
Go0104812,36.8108,-96.4338
Go0104813,36.7364,-96.1869
Go0104814,36.811,-96.434
Go0104815,36.8114,-98.0207
Go0104816,36.751,-98.1621
Go0104821,36.6845,-98.2025
Go0104822,36.8103,-97.526
Go0104824,36.7422,-96.3636
Go0104825,36.811,-97.4538
Go0104826,36.811,-97.4538
Go0104842,36.7565,-96.3821
Go0104846,36.8121,-97.3042
Go0104847,36.7989,-96.4133
Go0104861,36.7503,-98.1618
Go0104865,36.8121,-97.3042
Go0104866,36.7093,-98.2697
Go0104867,36.7069,-98.2694
Go0104868,36.8121,-97.3042
Go0107589,51.33,94.57
Go0108241,28.4835907,77.2828814
Go0108244,20.720251,84.534214
Go0108250,20.206751,85.51338
Go0108286,8.597167,39.380353
Go0108320,54.33,10.13
Go0108322,52.52,13.4
Go0110092,43.2203,142.8635
Go0110139,42.616667,115.466667
Go0110508,25.44012,98.44081
Go0110509,25.44012,98.44081
Go0110510,49.954267,-116.515467
Go0110511,49.954267,-116.515467
Go0110512,49.954267,-116.515467
Go0110513,49.954267,-116.515467
Go0110514,49.954267,-116.515467
Go0110515,49.954267,-116.515467
Go0110516,49.954267,-116.515467
Go0110517,49.954267,-116.515467
Go0110518,49.954267,-116.515467
Go0110519,49.954267,-116.515467
Go0110520,49.954267,-116.515467
Go0110521,49.954267,-116.515467
Go0110522,49.954267,-116.515467
Go0111082,34.727222,119.296667
Go0111121,51.1769,-115.6034
Go0111164,51.1769,-115.6034
Go0111166,51.1769,-115.6034
Go0111167,51.1769,-115.6034
Go0111186,61.563916,22.0417306
Go0111188,61.563916,22.0417306
Go0111190,61.563916,22.0417306
Go0111191,61.563916,22.0417306
Go0111192,61.563916,22.0417306
Go0111193,61.563916,22.0417306
Go0111194,61.563916,22.0417306
Go0111195,61.563916,22.0417306
Go0111215,51.1769,-115.6034
Go0111216,51.1769,-115.6034
Go0111217,51.1769,-115.6034
Go0111218,51.1769,-115.6034
Go0111219,51.1769,-115.6034
Go0111220,51.1769,-115.6034
Go0111221,51.1769,-115.6034
Go0111222,51.1769,-115.6034
Go0111223,51.1769,-115.6034
Go0111224,51.1769,-115.6034
Go0113098,-73.45,165.5
Go0113132,1.28809167,103.78138889
Go0113610,1.4366721,103.7072557
Go0115639,49.954267,-116.515467
Go0115641,49.954267,-116.515467
Go0115642,25.44012,98.44081
Go0115649,21.56666667,108.13333333
Go0115963,-64.76063,-64.0979
Go0116896,44.5386,-110.7979
Go0116905,37.6906,-118.8442
Go0116906,37.6906,-118.8442
Go0116907,37.6906,-118.8442
Go0116908,37.6906,-118.8442
Go0116909,37.6906,-118.8442
Go0116910,40.653,-119.3749
Go0116911,37.6906,-118.8442
Go0116912,37.6906,-118.8442
Go0116913,37.6906,-118.8442
Go0116914,37.6906,-118.8442
Go0116915,37.6906,-118.8442
Go0116916,37.6906,-118.8442
Go0116917,37.6906,-118.8442
Go0116918,37.6906,-118.8442
Go0116920,37.6906,-118.8442
Go0116921,40.653,-119.3749
Go0116922,37.6906,-118.8442
Go0116923,37.6906,-118.8442
Go0116940,37.6906,-118.8442
Go0116941,40.653,-119.3749
Go0116942,40.653,-119.3749
Go0116943,40.653,-119.3749
Go0116944,40.653,-119.3749
Go0116945,40.653,-119.3749
Go0116946,40.653,-119.3749
Go0116947,40.653,-119.3749
Go0116948,40.653,-119.3749
Go0116965,37.6906,-118.8442
Go0116966,37.6906,-118.8442
Go0116967,37.6906,-118.8442
Go0116968,37.6906,-118.8442
Go0116969,40.653,-119.3749
Go0117020,44.5386,-110.7979
Go0117021,44.5386,-110.7979
Go0117022,44.5386,-110.7979
Go0118133,87.41,37.26
Go0118134,87.41,37.26
Go0118136,38.9383,-110.1354
Go0118137,38.9383,-110.1354
Go0118138,38.9383,-110.1354
Go0118139,38.9383,-110.1354
Go0118140,38.9383,-110.1354
Go0118141,38.9383,-110.1354
Go0118142,38.9383,-110.1354
Go0118143,38.9383,-110.1354
Go0118144,38.9383,-110.1354
Go0118145,38.9383,-110.1354
Go0118146,38.9383,-110.1354
Go0118147,38.9383,-110.1354
Go0118148,38.9383,-110.1354
Go0118149,38.9383,-110.1354
Go0118150,38.9383,-110.1354
Go0118151,38.9383,-110.1354
Go0118152,38.9383,-110.1354
Go0118153,38.9383,-110.1354
Go0118154,38.9383,-110.1354
Go0118155,38.9383,-110.1354
Go0118156,38.9383,-110.1354
Go0118157,38.9383,-110.1354
Go0118158,38.9383,-110.1354
Go0118159,38.9383,-110.1354
Go0118160,38.9383,-110.1354
Go0118161,38.9383,-110.1354
Go0118162,38.9383,-110.1354
Go0118163,38.9383,-110.1354
Go0118164,38.9383,-110.1354
Go0118165,38.9383,-110.1354
Go0118166,38.9383,-110.1354
Go0118167,38.9383,-110.1354
Go0118168,38.9383,-110.1354
Go0118169,38.9383,-110.1354
Go0118170,38.9383,-110.1354
Go0118171,38.9383,-110.1354
Go0118172,38.9383,-110.1354
Go0118173,38.9383,-110.1354
Go0118174,38.9383,-110.1354
Go0118175,38.9383,-110.1354
Go0118176,38.9383,-110.1354
Go0118177,38.9383,-110.1354
Go0118178,38.9383,-110.1354
Go0118179,38.9383,-110.1354
Go0118180,38.9383,-110.1354
Go0118181,38.9383,-110.1354
Go0118182,38.9383,-110.1354
Go0118183,38.9383,-110.1354
Go0118184,38.9383,-110.1354
Go0118185,38.9383,-110.1354
Go0118186,38.9383,-110.1354
Go0118187,38.9383,-110.1354
Go0118188,38.9383,-110.1354
Go0118189,38.9383,-110.1354
Go0118190,38.9383,-110.1354
Go0118191,38.9383,-110.1354
Go0118192,38.9383,-110.1354
Go0118193,38.9383,-110.1354
Go0118194,38.9383,-110.1354
Go0118195,38.9383,-110.1354
Go0118196,38.9383,-110.1354
Go0118197,38.9383,-110.1354
Go0118198,38.9383,-110.1354
Go0118199,38.9383,-110.1354
Go0118200,38.9383,-110.1354
Go0118201,38.9383,-110.1354
Go0118202,38.9383,-110.1354
Go0118203,38.9383,-110.1354
Go0118204,38.9383,-110.1354
Go0118205,38.9383,-110.1354
Go0118206,38.9383,-110.1354
Go0118207,38.9383,-110.1354
Go0118208,38.9383,-110.1354
Go0118209,38.9383,-110.1354
Go0118210,38.9383,-110.1354
Go0118211,38.9383,-110.1354
Go0118212,38.9383,-110.1354
Go0118213,38.9383,-110.1354
Go0118214,38.9383,-110.1354
Go0118215,38.9383,-110.1354
Go0118216,38.9383,-110.1354
Go0118217,38.9383,-110.1354
Go0118218,38.9383,-110.1354
Go0118220,38.9383,-110.1354
Go0118221,38.9383,-110.1354
Go0118222,38.9383,-110.1354
Go0118223,38.9383,-110.1354
Go0118224,38.9383,-110.1354
Go0118225,38.9383,-110.1354
Go0118226,38.9383,-110.1354
Go0118227,38.9383,-110.1354
Go0118228,38.9383,-110.1354
Go0118229,38.9383,-110.1354
Go0118230,38.9383,-110.1354
Go0118231,38.9383,-110.1354
Go0118232,38.9383,-110.1354
Go0118233,38.9383,-110.1354
Go0118234,38.9383,-110.1354
Go0118235,38.9383,-110.1354
Go0118236,38.9383,-110.1354
Go0118237,38.9383,-110.1354
Go0118238,38.9383,-110.1354
Go0118239,38.9383,-110.1354
Go0118240,38.9383,-110.1354
Go0118241,38.9383,-110.1354
Go0118242,38.9383,-110.1354
Go0118243,38.9383,-110.1354
Go0118244,38.9383,-110.1354
Go0118245,38.9383,-110.1354
Go0118246,38.9383,-110.1354
Go0118247,38.9383,-110.1354
Go0118248,38.9383,-110.1354
Go0118249,38.9383,-110.1354
Go0118251,38.9383,-110.1354
Go0118252,38.9383,-110.1354
Go0118253,38.9383,-110.1354
Go0118254,38.9383,-110.1354
Go0118255,38.9383,-110.1354
Go0118256,38.9383,-110.1354
Go0118257,38.9383,-110.1354
Go0118258,38.9383,-110.1354
Go0118259,38.9383,-110.1354
Go0118260,38.9383,-110.1354
Go0118261,38.9383,-110.1354
Go0118262,38.9383,-110.1354
Go0118263,38.9383,-110.1354
Go0118264,38.9383,-110.1354
Go0118265,38.9383,-110.1354
Go0118266,38.9383,-110.1354
Go0118270,38.9383,-110.1354
Go0118272,38.9383,-110.1354
Go0118273,38.9383,-110.1354
Go0118274,38.9383,-110.1354
Go0118275,38.9383,-110.1354
Go0118276,38.9383,-110.1354
Go0118277,38.9383,-110.1354
Go0118278,38.9383,-110.1354
Go0118279,38.9383,-110.1354
Go0118280,38.9383,-110.1354
Go0118281,38.9383,-110.1354
Go0118282,38.9383,-110.1354
Go0118283,38.9383,-110.1354
Go0118285,38.9383,-110.1354
Go0118286,38.9383,-110.1354
Go0118287,38.9383,-110.1354
Go0118288,38.9383,-110.1354
Go0118289,38.9383,-110.1354
Go0118290,38.9383,-110.1354
Go0118291,38.9383,-110.1354
Go0118292,38.9383,-110.1354
Go0118293,38.9383,-110.1354
Go0118294,38.9383,-110.1354
Go0118295,38.9383,-110.1354
Go0118296,38.9383,-110.1354
Go0118297,38.9383,-110.1354
Go0118298,38.9383,-110.1354
Go0118299,38.9383,-110.1354
Go0118300,38.9383,-110.1354
Go0118302,38.9383,-110.1354
Go0118303,38.9383,-110.1354
Go0118304,38.9383,-110.1354
Go0118305,38.9383,-110.1354
Go0118306,38.9383,-110.1354
Go0118307,38.9383,-110.1354
Go0118308,38.9383,-110.1354
Go0118309,38.9383,-110.1354
Go0118310,38.9383,-110.1354
Go0118311,38.9383,-110.1354
Go0118312,38.9383,-110.1354
Go0118313,38.9383,-110.1354
Go0118314,38.9383,-110.1354
Go0118316,38.9383,-110.1354
Go0118317,38.9383,-110.1354
Go0118318,38.9383,-110.1354
Go0118319,38.9383,-110.1354
Go0118320,38.9383,-110.1354
Go0118321,38.9383,-110.1354
Go0118322,38.9383,-110.1354
Go0118323,38.9383,-110.1354
Go0118324,38.9383,-110.1354
Go0118325,38.9383,-110.1354
Go0118326,38.9383,-110.1354
Go0118327,38.9383,-110.1354
Go0118328,38.9383,-110.1354
Go0118329,38.9383,-110.1354
Go0118330,38.9383,-110.1354
Go0118331,38.9383,-110.1354
Go0118332,38.9383,-110.1354
Go0118333,38.9383,-110.1354
Go0118334,38.9383,-110.1354
Go0118335,38.9383,-110.1354
Go0118336,38.9383,-110.1354
Go0118337,38.9383,-110.1354
Go0118338,38.9383,-110.1354
Go0118339,38.9383,-110.1354
Go0118341,38.9383,-110.1354
Go0118342,38.9383,-110.1354
Go0118343,38.9383,-110.1354
Go0118344,38.9383,-110.1354
Go0118346,38.9383,-110.1354
Go0118347,38.9383,-110.1354
Go0118348,38.9383,-110.1354
Go0118349,38.9383,-110.1354
Go0118350,38.9383,-110.1354
Go0118351,38.9383,-110.1354
Go0118352,38.9383,-110.1354
Go0118353,38.9383,-110.1354
Go0118354,38.9383,-110.1354
Go0118355,38.9383,-110.1354
Go0118356,38.9383,-110.1354
Go0118357,38.9383,-110.1354
Go0118358,38.9383,-110.1354
Go0118360,38.9383,-110.1354
Go0118361,38.9383,-110.1354
Go0118363,38.9383,-110.1354
Go0118365,38.9383,-110.1354
Go0118366,38.9383,-110.1354
Go0118367,38.9383,-110.1354
Go0118402,40.0329,-105.5464
Go0118405,40.0329,-105.5464
Go0118406,40.0329,-105.5464
Go0118407,40.0329,-105.5464
Go0118408,40.0329,-105.5464
Go0118409,40.0329,-105.5464
Go0118494,87.41,37.26
Go0118505,31.751,-83.2095
Go0119624,52.416,12.968
Go0120007,45.690703,-121.5707304
Go0120008,45.690703,-121.5707304
Go0120009,45.690703,-121.5707304
Go0120010,45.690703,-121.5707304
Go0120011,45.690703,-121.5707304
Go0120012,45.690703,-121.5707304
Go0120013,45.690703,-121.5707304
Go0120014,45.690703,-121.5707304
Go0120015,45.690703,-121.5707304
Go0120016,45.690703,-121.5707304
Go0120017,45.690703,-121.5707304
Go0120018,45.690703,-121.5707304
Go0120019,45.690703,-121.5707304
Go0120020,45.690703,-121.5707304
Go0120021,45.690703,-121.5707304
Go0120022,45.690703,-121.5707304
Go0120023,45.690703,-121.5707304
Go0120024,45.690703,-121.5707304
Go0120025,45.690703,-121.5707304
Go0120026,45.690703,-121.5707304
Go0120027,45.690703,-121.5707304
Go0120028,45.690703,-121.5707304
Go0120029,45.690703,-121.5707304
Go0120030,45.690703,-121.5707304
Go0120031,45.690703,-121.5707304
Go0120274,4.970333,-75.378333
Go0120390,35,83
Go0120457,53.5586,9.8611
Go0120458,53.5586,9.8611
Go0120459,53.5586,9.8611
Go0120460,53.5586,9.8611
Go0120461,53.5586,9.8611
Go0120462,53.5586,9.8611
Go0120463,53.5586,9.8611
Go0120464,53.5586,9.8611
Go0120465,53.5586,9.8611
Go0120466,53.5586,9.8611
Go0120467,53.5586,9.8611
Go0120468,53.5586,9.8611
Go0120469,53.5586,9.8611
Go0120470,53.5586,9.8611
Go0120471,53.5586,9.8611
Go0120472,53.5586,9.8611
Go0120473,53.5586,9.8611
Go0120474,53.5586,9.8611
Go0120475,53.5586,9.8611
Go0120476,53.5586,9.8611
Go0120477,53.5586,9.8611
Go0120478,53.5586,9.8611
Go0120494,35,83
Go0123547,53.5586,9.8611
Go0123562,46.4443313,15.6211977
Go0123569,53.5586,9.8611
Go0123570,53.5586,9.8611
Go0123571,53.5586,9.8611
Go0123572,53.5586,9.8611
Go0123573,53.5586,9.8611
Go0123574,53.5586,9.8611
Go0123575,53.5586,9.8611
Go0123576,53.5586,9.8611
Go0123577,53.5586,9.8611
Go0123578,53.5586,9.8611
Go0123579,53.5586,9.8611
Go0123580,53.5586,9.8611
Go0123581,53.5586,9.8611
Go0123582,53.5586,9.8611
Go0123583,53.5586,9.8611
Go0123584,53.5586,9.8611
Go0123586,53.5586,9.8611
Go0123587,53.5586,9.8611
Go0123588,53.5586,9.8611
Go0123589,53.5586,9.8611
Go0123590,53.5586,9.8611
Go0125138,56.4439584,10.043028
Go0126582,52.2667,79.5
Go0126611,40.2962266,-7.9207357
Go0126637,50.64,6.88
Go0126638,51.1699,-116.1578
Go0126639,43.1066,-89.4247
Go0126640,43.1066,-89.4247
Go0126641,43.1066,-89.4247
Go0126642,43.1066,-89.4247
Go0126643,43.1066,-89.4247
Go0126644,43.1066,-89.4247
Go0126645,43.1066,-89.4247
Go0126646,43.1066,-89.4247
Go0126647,43.1066,-89.4247
Go0126648,40.0132,-79.0717
Go0126649,40.0132,-79.0717
Go0126650,40.0132,-79.0717
Go0126651,40.0132,-79.0717
Go0126652,40.0132,-79.0717
Go0126653,40.0132,-79.0717
Go0136821,-62.663,-61.1769
Go0136822,47.7386,13.3016
Go0136823,31.3996,120.2278
Go0136931,48.2972662,6.9037002
Go0136933,48.2972503,6.8686798
Go0136936,48.2972662,6.9037002
Go0140048,54.18416,7.9
Go0140215,35.941056,-84.336167
Go0141474,40.0132,-79.0717
Go0141530,51.1699,-116.1578
Go0141628,42.941,-84.4042
Go0141629,29.6728,-82.0322
Go0141630,45.6454,8.0945
Go0141631,35.3025,-111.768
Go0141632,52.2649,4.7562
Go0141637,42.941,-84.4042
Go0143293,34.01416667,7.89416667
Go0145404,42.54,-72.18
Go0145405,42.54,-72.18
Go0145406,42.54,-72.18
Go0145407,42.54,-72.18
Go0145408,42.54,-72.18
Go0145409,42.54,-72.18
Go0145410,42.54,-72.18
Go0145411,42.54,-72.18
Go0145412,42.54,-72.18
Go0145413,42.54,-72.18
Go0145414,42.54,-72.18
Go0145415,42.54,-72.18
Go0145416,42.54,-72.18
Go0145417,42.54,-72.18
Go0145418,42.54,-72.18
Go0145419,42.54,-72.18
Go0145420,42.54,-72.18
Go0145421,42.54,-72.18
Go0145422,42.54,-72.18
Go0145423,42.54,-72.18
Go0145424,42.54,-72.18
Go0145425,42.54,-72.18
Go0145426,42.54,-72.18
Go0145427,42.54,-72.18
Go0145428,42.54,-72.18
Go0145429,42.54,-72.18
Go0145430,42.54,-72.18
Go0145431,42.54,-72.18
Go0145432,42.54,-72.18
Go0145433,42.54,-72.18
Go0145434,42.54,-72.18
Go0145435,51.1699,-116.1578
Go0145436,40.0132,-79.0717
