gold_id,latitude,longitude
Gp0255878,33.9406,-83.5607
Gp0255879,33.9406,-83.5607
Gp0255880,33.9406,-83.5607
Gp0255881,33.9406,-83.5607
Gp0255883,33.9406,-83.5607
Gp0255884,33.9406,-83.5607
Gp0255885,33.9406,-83.5607
Gp0255886,33.9406,-83.5607
Gp0255887,33.9406,-83.5607
Gp0255888,33.9406,-83.5607
Gp0255889,33.9406,-83.5607
Gp0255890,33.9406,-83.5607
Gp0255891,33.9406,-83.5607
Gp0255892,33.9406,-83.5607
Gp0255893,33.9406,-83.5607
Gp0255894,33.9406,-83.5607
Gp0255895,33.9406,-83.5607
Gp0255896,33.9406,-83.5607
Gp0255897,33.9406,-83.5607
Gp0255898,33.9406,-83.5607
Gp0255899,33.9406,-83.5607
Gp0255900,33.9406,-83.5607
Gp0255902,33.9406,-83.5607
Gp0255903,33.9406,-83.5607
Gp0255904,33.9406,-83.5607
Gp0255905,33.9406,-83.5607
Gp0255906,33.9406,-83.5607
Gp0255907,33.9406,-83.5607
Gp0255908,33.9406,-83.5607
Gp0255909,33.9406,-83.5607
Gp0255910,33.9406,-83.5607
Gp0255911,33.9406,-83.5607
Gp0255913,33.9406,-83.5607
Gp0255914,33.9406,-83.5607
Gp0255915,33.9406,-83.5607
Gp0255916,33.9406,-83.5607
Gp0255917,33.9406,-83.5607
Gp0255918,33.9406,-83.5607
Gp0255919,33.9406,-83.5607
Gp0255920,33.9406,-83.5607
Gp0255921,33.9406,-83.5607
Gp0255922,33.9406,-83.5607
Gp0255923,33.9406,-83.5607
Gp0255924,33.9406,-83.5607
Gp0255926,33.9406,-83.5607
Gp0255927,33.9406,-83.5607
Gp0255928,33.9406,-83.5607
Gp0255929,33.9406,-83.5607
Gp0255930,33.9263,-83.4268
Gp0255931,33.9263,-83.4268
Gp0255932,33.9263,-83.4268
Gp0255933,33.9263,-83.4268
Gp0255934,33.9263,-83.4268
Gp0255935,33.9263,-83.4268
Gp0255936,33.9263,-83.4268
Gp0255937,33.9263,-83.4268
Gp0255938,33.9263,-83.4268
Gp0255939,33.9263,-83.4268
Gp0255940,33.9263,-83.4268
Gp0255941,33.9263,-83.4268
Gp0255942,33.9263,-83.4268
Gp0255943,33.9263,-83.4268
Gp0255944,33.9263,-83.4268
Gp0255945,33.9263,-83.4268
Gp0255946,33.9263,-83.4268
Gp0255947,33.9263,-83.4268
Gp0255948,33.9263,-83.4268
Gp0255949,33.9263,-83.4268
Gp0255950,33.9263,-83.4268
Gp0255951,33.9263,-83.4268
Gp0255952,33.9263,-83.4268
Gp0255953,33.9263,-83.4268
Gp0255954,33.9263,-83.4268
Gp0255955,33.9263,-83.4268
Gp0255956,33.9263,-83.4268
Gp0255957,33.9263,-83.4268
Gp0255958,33.9263,-83.4268
Gp0255959,33.9263,-83.4268
Gp0255960,33.9263,-83.4268
Gp0255961,33.9263,-83.4268
Gp0255962,33.9263,-83.4268
Gp0255963,33.9263,-83.4268
Gp0255964,33.9263,-83.4268
Gp0255965,33.9263,-83.4268
Gp0255966,33.9263,-83.4268
Gp0255967,33.9263,-83.4268
Gp0255968,33.9263,-83.4268
Gp0255969,33.9263,-83.4268
Gp0255970,33.9263,-83.4268
Gp0255971,33.9263,-83.4268
Gp0255972,33.9263,-83.4268
Gp0255973,33.9263,-83.4268
Gp0255974,33.9263,-83.4268
Gp0255975,33.9263,-83.4268
Gp0255976,33.9263,-83.4268
Gp0255977,33.9263,-83.4268
Gp0255978,33.9263,-83.4268
Gp0255979,33.9263,-83.4268
Gp0255980,33.9263,-83.4268
Gp0255981,33.9263,-83.4268
Gp0255982,33.9263,-83.4268
Gp0255983,33.9263,-83.4268
Gp0255984,33.9263,-83.4268
Gp0255985,33.9263,-83.4268
Gp0255986,33.9263,-83.4268
Gp0255987,33.9263,-83.4268
Gp0255988,33.9263,-83.4268
Gp0255989,33.9263,-83.4268
Gp0255990,33.9263,-83.4268
Gp0255991,33.9263,-83.4268
Gp0255992,33.9263,-83.4268
Gp0255993,33.9263,-83.4268
Gp0255994,33.9263,-83.4268
Gp0255995,33.9263,-83.4268
Gp0255996,33.9263,-83.4268
Gp0255997,33.9263,-83.4268
Gp0255998,33.9263,-83.4268
Gp0255999,33.9263,-83.4268
Gp0256000,33.9263,-83.4268
Gp0256001,33.9263,-83.4268
Gp0256002,33.9263,-83.4268
Gp0256003,33.9263,-83.4268
Gp0256004,33.9263,-83.4268
Gp0256005,33.9255,-83.5226
Gp0256006,33.9255,-83.5226
Gp0256007,33.9255,-83.5226
Gp0256008,33.9255,-83.5226
Gp0256009,33.9255,-83.5226
Gp0256010,33.9255,-83.5226
Gp0256011,33.9255,-83.5226
Gp0256012,33.9255,-83.5226
Gp0256013,33.9255,-83.5226
Gp0256014,33.9255,-83.5226
Gp0256015,33.9255,-83.5226
Gp0256016,33.9255,-83.5226
Gp0256017,33.9255,-83.5226
Gp0256018,33.9255,-83.5226
Gp0256019,33.9255,-83.5226
Gp0256020,33.9255,-83.5226
Gp0256021,33.9255,-83.5226
Gp0256022,33.9255,-83.5226
Gp0256023,33.9255,-83.5226
Gp0256024,33.9255,-83.5226
Gp0256025,33.9255,-83.5226
Gp0256026,33.9255,-83.5226
Gp0256027,33.9255,-83.5226
Gp0256028,33.9255,-83.5226
Gp0256029,33.9255,-83.5226
Gp0256030,33.9255,-83.5226
Gp0256031,33.9255,-83.5226
Gp0256032,33.9255,-83.5226
Gp0256033,33.9255,-83.5226
Gp0256034,33.9255,-83.5226
Gp0256035,33.9255,-83.5226
Gp0256036,33.9255,-83.5226
Gp0256037,33.9255,-83.5226
Gp0256038,33.9255,-83.5226
Gp0256039,33.9255,-83.5226
Gp0256040,33.9255,-83.5226
Gp0256041,33.9255,-83.5226
Gp0256042,33.9255,-83.5226
Gp0256043,33.9255,-83.5226
Gp0256044,33.9255,-83.5226
Gp0256045,33.9255,-83.5226
Gp0256046,33.9255,-83.5226
Gp0256047,33.9255,-83.5226
Gp0256048,33.9255,-83.5226
Gp0256049,33.9255,-83.5226
Gp0256050,33.9255,-83.5226
Gp0256051,33.9255,-83.5226
Gp0256052,33.9255,-83.5226
Gp0256053,33.9255,-83.5226
Gp0256054,33.9255,-83.5226
Gp0256055,33.9255,-83.5226
Gp0256056,33.9255,-83.5226
Gp0256057,33.9255,-83.5226
Gp0256058,33.9255,-83.5226
Gp0256059,33.9255,-83.5226
Gp0256060,33.9255,-83.5226
Gp0256061,33.9255,-83.5226
Gp0256062,33.9255,-83.5226
Gp0256063,33.9255,-83.5226
Gp0256064,33.9255,-83.5226
Gp0256065,33.9255,-83.5226
Gp0256066,33.9255,-83.5226
Gp0256067,33.9255,-83.5226
Gp0256068,33.9255,-83.5226
Gp0256069,33.9255,-83.5226
Gp0256070,33.9255,-83.5226
Gp0256071,33.9255,-83.5226
Gp0256072,33.9255,-83.5226
Gp0256073,33.9255,-83.5226
Gp0256074,33.9255,-83.5226
Gp0256075,33.9255,-83.5226
Gp0256076,33.9255,-83.5226
Gp0256077,33.9255,-83.5226
Gp0256078,33.9255,-83.5226
Gp0256079,33.9255,-83.5226
Gp0256080,33.8906,-83.3765
Gp0256081,33.8906,-83.3765
Gp0256082,33.8906,-83.3765
Gp0256083,33.8906,-83.3765
Gp0256084,33.8906,-83.3765
Gp0256085,33.8906,-83.3765
Gp0256086,33.8906,-83.3765
Gp0256087,33.8906,-83.3765
Gp0256088,33.8906,-83.3765
Gp0256089,33.8906,-83.3765
Gp0256090,33.8906,-83.3765
Gp0256091,33.8906,-83.3765
Gp0256092,33.8906,-83.3765
Gp0256093,33.8906,-83.3765
Gp0256094,33.8906,-83.3765
Gp0256095,33.8906,-83.3765
Gp0256096,33.8906,-83.3765
Gp0256097,33.8906,-83.3765
Gp0256098,33.8906,-83.3765
Gp0256099,33.8906,-83.3765
Gp0256100,33.8906,-83.3765
Gp0256101,33.8906,-83.3765
Gp0256102,33.8906,-83.3765
Gp0256103,33.8906,-83.3765
Gp0256104,33.8906,-83.3765
Gp0256105,33.8906,-83.3765
Gp0256106,33.8906,-83.3765
Gp0256107,33.8906,-83.3765
Gp0256108,33.8906,-83.3765
Gp0256109,33.8906,-83.3765
Gp0256110,33.8906,-83.3765
Gp0256111,33.8906,-83.3765
Gp0256113,33.8906,-83.3765
Gp0256114,33.8906,-83.3765
Gp0256115,33.8906,-83.3765
Gp0256116,33.8906,-83.3765
Gp0256117,33.8906,-83.3765
Gp0256118,33.8906,-83.3765
Gp0256119,33.8906,-83.3765
Gp0256120,33.8906,-83.3765
Gp0256121,33.8906,-83.3765
Gp0256122,33.8906,-83.3765
Gp0256123,33.8906,-83.3765
Gp0256124,33.8906,-83.3765
Gp0256125,33.8906,-83.3765
Gp0256126,33.8906,-83.3765
Gp0256127,33.8906,-83.3765
Gp0256128,33.8906,-83.3765
Gp0256129,33.8906,-83.3765
Gp0256130,33.8906,-83.3765
Gp0256131,33.8906,-83.3765
Gp0256132,33.8906,-83.3765
Gp0256133,33.8906,-83.3765
Gp0256134,33.8906,-83.3765
Gp0256135,33.8906,-83.3765
Gp0256136,33.8906,-83.3765
Gp0256137,33.8906,-83.3765
Gp0256138,33.8906,-83.3765
Gp0256139,33.8906,-83.3765
Gp0256140,33.8906,-83.3765
Gp0256141,33.8906,-83.3765
Gp0256143,33.8906,-83.3765
Gp0256144,33.8906,-83.3765
Gp0256145,33.8906,-83.3765
Gp0256146,33.8906,-83.3765
Gp0256147,33.8906,-83.3765
Gp0256148,33.8906,-83.3765
Gp0256149,33.8906,-83.3765
Gp0256150,33.8906,-83.3765
Gp0256151,33.8906,-83.3765
Gp0256152,33.8906,-83.3765
Gp0256153,33.8906,-83.3765
Gp0256154,33.8906,-83.3765
Gp0256188,-41.4342,145.712
Gp0256411,40,-83.025
Gp0256412,40,-83.025
Gp0256413,39.5434,-72.3998
Gp0256414,35.016,-96.033
Gp0256416,68.3526,19.0147
Gp0256417,68.3526,19.0147
Gp0256418,68.3526,19.0147
Gp0256419,68.3526,19.0147
Gp0256420,68.3526,19.0147
Gp0256421,68.3526,19.0147
Gp0256422,68.3526,19.0147
Gp0256423,38.05,-121.934
Gp0256424,38.03,-122.15
Gp0256425,38.03,-122.37
Gp0256426,37.79,-122.36
Gp0256427,37.7,-122.34
Gp0256428,38.05,-121.934
Gp0256429,38.03,-122.15
Gp0256430,38.03,-122.37
Gp0256431,37.79,-122.36
Gp0256432,37.7,-122.34
Gp0256433,38.05,-121.934
Gp0256434,38.03,-122.15
Gp0256435,38.03,-122.37
Gp0256436,37.79,-122.36
Gp0256437,37.7,-122.34
Gp0256438,38.05,-121.934
Gp0256439,38.03,-122.15
Gp0256440,38.03,-122.37
Gp0256441,37.79,-122.36
Gp0256442,37.7,-122.34
Gp0256443,68.3533,19.0466
Gp0256444,68.3533,19.0466
Gp0256445,68.3533,19.0466
Gp0256446,68.3529,19.0475
Gp0256447,68.3529,19.0475
Gp0256448,68.3533,19.0466
Gp0256449,68.3533,19.0466
Gp0256450,68.3533,19.0466
Gp0256451,68.3533,19.0466
Gp0256452,68.3533,19.0466
Gp0256453,68.3533,19.0466
Gp0256454,68.3529,19.0475
Gp0256455,68.3529,19.0475
Gp0256456,68.3529,19.0475
Gp0256457,68.3529,19.0475
Gp0256458,68.3529,19.0475
Gp0256459,68.3529,19.0475
Gp0256460,68.3532,19.0469
Gp0256461,68.3532,19.0469
Gp0256462,68.3532,19.0469
Gp0256463,68.3532,19.0469
Gp0256464,68.3533,19.0468
Gp0256465,68.3533,19.0468
Gp0256466,68.3533,19.0468
Gp0256467,68.3533,19.0466
Gp0256468,68.3533,19.0466
Gp0256469,68.3533,19.0466
Gp0256470,68.3533,19.0466
Gp0256471,68.3533,19.0471
Gp0256472,68.3533,19.0471
Gp0256473,68.3533,19.0471
Gp0256474,68.3534,19.0472
Gp0256475,68.3534,19.0472
Gp0256476,68.3534,19.0472
Gp0256477,68.3535,19.0472
Gp0256478,68.3535,19.0472
Gp0256479,68.3535,19.0472
Gp0256480,68.3532,19.0474
Gp0256481,68.3532,19.0474
Gp0256482,68.3532,19.0474
Gp0256483,68.3532,19.0474
Gp0256484,68.3532,19.0475
Gp0256485,68.3532,19.0475
Gp0256486,68.3532,19.0475
Gp0256487,68.3532,19.0475
Gp0256488,49.043,13.6183
Gp0256489,49.044,13.617
Gp0256490,49.0431,13.617
Gp0256491,49.0427,13.6161
Gp0256492,49.0448,13.618
Gp0256493,49.043,13.6183
Gp0256494,49.044,13.617
Gp0256495,49.0431,13.617
Gp0256496,49.0448,13.618
Gp0256497,49.043,13.6183
Gp0256498,49.044,13.617
Gp0256499,49.0431,13.617
Gp0256500,49.0448,13.618
Gp0256501,49.043,13.6183
Gp0256502,49.0431,13.617
Gp0256503,49.0427,13.6161
Gp0256504,68.3526,19.0147
Gp0256505,68.3526,19.0147
Gp0256506,68.3526,19.0147
Gp0256507,68.3526,19.0147
Gp0256508,45.05,7.68
Gp0256509,45.05,7.68
Gp0256510,45.05,7.68
Gp0256511,45.05,7.68
Gp0256512,45.05,7.68
Gp0256513,45.05,7.68
Gp0256514,45.05,7.68
Gp0256515,45.05,7.68
Gp0256516,45.05,7.68
Gp0256517,45.05,7.68
Gp0256518,45.05,7.68
Gp0256519,45.05,7.68
Gp0256520,60.3,24.4667
Gp0256521,60.3,24.4667
Gp0256522,60.3,24.4667
Gp0256523,60.3,24.4667
Gp0256524,60.3,24.4667
Gp0256525,60.3,24.4667
Gp0256526,60.3,24.4667
Gp0256527,60.3,24.4667
Gp0256528,60.3,24.4667
Gp0256529,60.2909,25.0535
Gp0256530,60.2909,25.0535
Gp0256531,60.2909,25.0535
Gp0256532,60.2909,25.0535
Gp0256533,60.2909,25.0535
Gp0256534,60.2909,25.0535
Gp0256535,60.2909,25.0535
Gp0256536,60.2909,25.0535
Gp0256537,45.05,7.68
Gp0256538,45.05,7.68
Gp0256539,45.05,7.68
Gp0256540,45.05,7.68
Gp0256541,45.05,7.68
Gp0256542,45.05,7.68
Gp0256543,45.05,7.68
Gp0256544,45.05,7.68
Gp0256545,45.05,7.68
Gp0256546,45.05,7.68
Gp0256547,45.05,7.68
Gp0256548,45.05,7.68
Gp0256549,45.05,7.68
Gp0256550,45.05,7.68
Gp0256551,45.05,7.68
Gp0256552,45.05,7.68
Gp0256553,45.05,7.68
Gp0256554,45.05,7.68
Gp0256555,45.05,7.68
Gp0256556,45.05,7.68
Gp0256557,45.05,7.68
Gp0256559,34.4149,-119.841
Gp0256634,-2.651,121.2318
Gp0256635,-2.651,121.2318
Gp0256638,41.9167,-93.75
Gp0256639,41.9167,-93.75
Gp0256640,41.9167,-93.75
Gp0256641,41.9167,-93.75
Gp0256642,41.9167,-93.75
Gp0256643,41.9167,-93.75
Gp0256644,41.9167,-93.75
Gp0256645,41.9167,-93.75
Gp0256647,41.9167,-93.75
Gp0256648,41.9167,-93.75
Gp0256649,46,-119
Gp0256650,46,-119
Gp0256651,46,-119
Gp0256652,46,-119
Gp0256653,46,-119
Gp0256654,46,-119
Gp0256655,46,-119
Gp0256656,46,-119
Gp0256657,46,-119
Gp0256658,46,-119
Gp0256659,46,-119
Gp0256660,46,-119
Gp0256661,46,-119
Gp0256662,46,-119
Gp0256663,46,-119
Gp0264961,37.8719,-122.2585
Gp0265951,36.123175,-97.069644
Gp0265992,41.2451,-76.9855
Gp0265993,41.2451,-76.9855
Gp0265994,41.2451,-76.9855
Gp0265996,41.2451,-76.9855
Gp0265999,41.2451,-76.9855
Gp0266000,41.2451,-76.9855
Gp0266001,41.2451,-76.9855
Gp0266003,41.2451,-76.9855
Gp0266004,41.2451,-76.9855
Gp0266006,41.2451,-76.9855
Gp0266007,41.2451,-76.9855
Gp0266008,41.2451,-76.9855
Gp0266009,41.2451,-76.9855
Gp0266011,41.2451,-76.9855
Gp0266013,41.2451,-76.9855
Gp0266014,41.2451,-76.9855
Gp0266015,41.2451,-76.9855
Gp0266019,41.2451,-76.9855
Gp0266020,41.2451,-76.9855
Gp0266022,41.2451,-76.9855
Gp0266027,41.2451,-76.9855
Gp0266029,41.2451,-76.9855
Gp0266030,41.2451,-76.9855
Gp0266031,41.2451,-76.9855
Gp0266032,41.2451,-76.9855
Gp0266035,41.2451,-76.9855
Gp0266039,41.2451,-76.9855
Gp0266041,41.2451,-76.9855
Gp0266255,-6.1786,29.658
Gp0266256,-6.1786,29.658
Gp0266257,-6.1786,29.658
Gp0266258,-6.1786,29.658
Gp0266259,-6.1786,29.658
Gp0266260,-6.1786,29.658
Gp0266261,-4.9054,29.4853
Gp0266262,-4.9054,29.4853
Gp0266263,-4.9054,29.4853
Gp0266264,-4.9054,29.4853
Gp0266265,-4.9054,29.4853
Gp0266266,-4.9054,29.4853
Gp0266267,-6.1786,29.658
Gp0266268,-6.1786,29.658
Gp0266269,-6.1786,29.658
Gp0266270,-6.1786,29.658
Gp0266271,-6.1786,29.658
Gp0266272,-4.9054,29.4853
Gp0266273,-4.9054,29.4853
Gp0266274,-4.9054,29.4853
Gp0266275,-4.9054,29.4853
Gp0266276,-4.9054,29.4853
Gp0266277,-6.1786,29.658
Gp0266278,-4.9054,29.4853
Gp0266279,-4.9054,29.4853
Gp0266280,-6.1786,29.658
Gp0266281,-4.9054,29.4853
Gp0266282,-4.9054,29.4853
Gp0266283,-4.9054,29.4853
Gp0266284,-6.1786,29.658
Gp0266285,-6.1786,29.658
Gp0266286,-6.1786,29.658
Gp0266287,-6.1786,29.658
Gp0266288,-4.9054,29.4853
Gp0266289,-4.9054,29.4853
Gp0266290,-4.9054,29.4853
Gp0266291,-4.9054,29.4853
Gp0266292,-6.1786,29.658
Gp0266293,-4.9054,29.4853
Gp0266294,-4.9054,29.4853
Gp0266295,-6.1786,29.658
Gp0266296,-4.9054,29.4853
Gp0266297,-6.1786,29.658
Gp0266298,-6.1786,29.658
Gp0266299,-6.1786,29.658
Gp0266300,-6.1786,29.658
Gp0266301,-4.9054,29.4853
Gp0266302,-4.9054,29.4853
Gp0266446,37.0142,7.4932
Gp0266447,37.0142,7.4932
Gp0266448,37.0142,7.4932
Gp0266449,37.0142,7.4932
Gp0266450,37.0142,7.4932
Gp0266451,37.0142,7.4932
Gp0266452,37.0142,7.4932
Gp0266453,37.0142,7.4932
Gp0266454,37.0142,7.4932
Gp0266455,37.0142,7.4932
Gp0266456,37.0142,7.4932
Gp0266457,43.447,3.6615
Gp0266458,43.447,3.6615
Gp0266459,43.447,3.6615
Gp0266460,43.447,3.6615
Gp0266461,43.447,3.6615
Gp0266462,43.447,3.6615
Gp0266463,43.447,3.6615
Gp0266464,43.447,3.6615
Gp0266465,43.447,3.6615
Gp0266466,43.447,3.6615
Gp0266467,43.447,3.6615
Gp0266468,43.447,3.6615
Gp0266469,44.2116,15.4906
Gp0266470,44.2116,15.4906
Gp0266471,44.2116,15.4906
Gp0266472,44.2116,15.4906
Gp0266473,44.2116,15.4906
Gp0266474,44.2116,15.4906
Gp0266475,44.2116,15.4906
Gp0266476,44.2116,15.4906
Gp0266477,44.2116,15.4906
Gp0266478,44.2116,15.4906
Gp0266479,44.2116,15.4906
Gp0266480,44.2116,15.4906
Gp0266481,52.9907,4.4503
Gp0266482,52.9907,4.4503
Gp0266483,52.9907,4.4503
Gp0266484,52.9907,4.4503
Gp0266485,52.9907,4.4503
Gp0266486,52.9907,4.4503
Gp0266487,52.9907,4.4503
Gp0266488,52.9907,4.4503
Gp0266489,52.9907,4.4503
Gp0266490,52.9907,4.4503
Gp0266491,52.9907,4.4503
Gp0266492,52.9907,4.4503
Gp0266493,58.31,11.5488
Gp0266494,58.31,11.5488
Gp0266495,58.31,11.5488
Gp0266496,58.31,11.5488
Gp0266497,58.31,11.5488
Gp0266498,58.31,11.5488
Gp0266499,58.31,11.5488
Gp0266500,58.31,11.5488
Gp0266501,58.31,11.5488
Gp0266502,58.31,11.5488
Gp0266503,58.31,11.5488
Gp0266504,58.31,11.5488
Gp0266505,67.2679,15.2572
Gp0266506,67.2679,15.2572
Gp0266507,67.2679,15.2572
Gp0266508,67.2679,15.2572
Gp0266509,67.2679,15.2572
Gp0266510,67.2679,15.2572
Gp0266511,67.2679,15.2572
Gp0266512,67.2679,15.2572
Gp0266513,67.2679,15.2572
Gp0266514,67.2679,15.2572
Gp0266515,67.2679,15.2572
Gp0266516,67.2679,15.2572
Gp0266591,36.8313,-121.9047
Gp0266592,36.8313,-121.9047
Gp0266593,36.8313,-121.9047
Gp0266594,36.8313,-121.9047
Gp0266595,36.8313,-121.9047
Gp0266596,36.8313,-121.9047
Gp0266597,36.8313,-121.9047
Gp0266598,36.8313,-121.9047
Gp0266599,36.8313,-121.9047
Gp0266600,36.8313,-121.9047
Gp0266601,36.8313,-121.9047
Gp0266603,36.8313,-121.9047
Gp0266604,36.8313,-121.9047
Gp0266605,36.8313,-121.9047
Gp0266606,36.8313,-121.9047
Gp0266607,36.8313,-121.9047
Gp0266608,36.8313,-121.9047
Gp0266609,36.8313,-121.9047
Gp0266610,36.8313,-121.9047
Gp0266611,36.8313,-121.9047
Gp0266612,36.8313,-121.9047
Gp0266613,36.8313,-121.9047
Gp0266614,36.8313,-121.9047
Gp0266615,36.8313,-121.9047
Gp0266616,36.8313,-121.9047
Gp0266617,36.8313,-121.9047
Gp0266618,36.8313,-121.9047
Gp0266619,36.8313,-121.9047
Gp0266620,36.8313,-121.9047
Gp0266621,36.8313,-121.9047
Gp0266622,36.8313,-121.9047
Gp0266623,36.8313,-121.9047
Gp0266624,36.8313,-121.9047
Gp0266625,36.8313,-121.9047
Gp0266626,36.8313,-121.9047
Gp0266627,36.8313,-121.9047
Gp0266628,36.8313,-121.9047
Gp0266629,36.8313,-121.9047
Gp0266630,36.8313,-121.9047
Gp0266631,36.8313,-121.9047
Gp0266632,36.8313,-121.9047
Gp0266633,36.8313,-121.9047
Gp0266634,36.8313,-121.9047
Gp0266635,36.8313,-121.9047
Gp0266636,36.8313,-121.9047
Gp0266637,36.8313,-121.9047
Gp0266638,36.8313,-121.9047
Gp0266639,36.8313,-121.9047
Gp0266640,36.8313,-121.9047
Gp0266641,36.8313,-121.9047
Gp0266642,36.8313,-121.9047
Gp0266643,36.8313,-121.9047
Gp0266644,36.8313,-121.9047
Gp0266645,36.8313,-121.9047
Gp0266646,36.8313,-121.9047
Gp0266647,36.8313,-121.9047
Gp0266648,36.8313,-121.9047
Gp0266649,36.8313,-121.9047
Gp0266650,36.8313,-121.9047
Gp0266651,36.8313,-121.9047
Gp0266652,36.8313,-121.9047
Gp0266653,36.8313,-121.9047
Gp0266654,36.8313,-121.9047
Gp0266655,36.8313,-121.9047
Gp0266656,36.8313,-121.9047
Gp0266657,36.8313,-121.9047
Gp0266658,36.8313,-121.9047
Gp0266659,36.8313,-121.9047
Gp0266660,36.8313,-121.9047
Gp0266661,36.8313,-121.9047
Gp0266662,36.8313,-121.9047
Gp0266663,36.8313,-121.9047
Gp0266664,36.8313,-121.9047
Gp0266665,36.8313,-121.9047
Gp0266666,36.8313,-121.9047
Gp0266667,36.8313,-121.9047
Gp0266668,36.8313,-121.9047
Gp0266669,36.8313,-121.9047
Gp0266670,36.8313,-121.9047
Gp0266671,36.8313,-121.9047
Gp0266672,36.8313,-121.9047
Gp0266673,36.8313,-121.9047
Gp0266674,36.8313,-121.9047
Gp0266675,36.8313,-121.9047
Gp0266676,36.8313,-121.9047
Gp0266677,36.8313,-121.9047
Gp0266678,36.8313,-121.9047
Gp0266679,36.8313,-121.9047
Gp0266680,36.8313,-121.9047
Gp0266681,36.8313,-121.9047
Gp0266682,36.8313,-121.9047
Gp0266683,36.8313,-121.9047
Gp0266684,36.8313,-121.9047
Gp0266685,36.8313,-121.9047
Gp0266686,36.8313,-121.9047
Gp0266687,36.8313,-121.9047
Gp0266688,34.0136,-118.4673
Gp0266689,34.0136,-118.4673
Gp0266692,-68.8146,77.8273
Gp0266693,-68.8146,77.8273
Gp0266694,-68.8146,77.8273
Gp0266695,-68.8146,77.8273
Gp0266696,-68.8146,77.8273
Gp0266697,-68.8146,77.8273
Gp0266698,-68.8146,77.8273
Gp0266699,-68.8146,77.8273
Gp0266700,-68.8146,77.8273
Gp0266701,-68.8146,77.8273
Gp0266702,-68.8146,77.8273
Gp0266703,-68.8146,77.8273
Gp0266704,-68.8146,77.8273
Gp0266705,-68.8146,77.8273
Gp0266706,-68.8146,77.8273
Gp0266707,-68.8146,77.8273
Gp0266708,-68.8146,77.8273
Gp0266710,-68.8146,77.8273
Gp0266711,-68.8146,77.8273
Gp0266712,-68.8146,77.8273
Gp0266713,-68.8146,77.8273
Gp0266714,-68.8146,77.8273
Gp0266715,-68.8146,77.8273
Gp0266716,-68.8146,77.8273
Gp0266717,-68.8146,77.8273
Gp0266719,-68.8146,77.8273
Gp0266720,-68.8146,77.8273
Gp0266722,-68.8146,77.8273
Gp0266724,-68.8146,77.8273
Gp0266725,-68.8146,77.8273
Gp0266728,-68.8146,77.8273
Gp0266731,-68.8146,77.8273
Gp0266732,-68.8146,77.8273
Gp0266734,-68.8146,77.8273
Gp0266735,-68.8146,77.8273
Gp0266741,-68.5558,78.1913
Gp0266742,-68.5558,78.1913
Gp0266743,-68.5558,78.1913
Gp0266747,-68.5558,78.1913
Gp0266749,-68.5558,78.1913
Gp0266755,-68.5558,78.1913
Gp0266759,-68.5558,78.1913
Gp0266792,-68.5558,78.1913
Gp0266793,-68.4725,78.188
Gp0266795,-68.4725,78.188
Gp0266797,-68.4725,78.188
Gp0266798,-68.4725,78.188
Gp0266799,-68.4725,78.188
Gp0266800,-68.4725,78.188
Gp0266801,-68.4725,78.188
Gp0266802,-68.4725,78.188
Gp0266803,-68.4725,78.188
Gp0266804,-68.4725,78.188
Gp0266805,-68.4725,78.188
Gp0266808,-68.4725,78.188
Gp0266809,-68.4725,78.188
Gp0266810,-68.4725,78.188
Gp0266811,-68.4725,78.188
Gp0266812,-68.4725,78.188
Gp0266813,-68.4725,78.188
Gp0266814,-68.4725,78.188
Gp0266816,-68.4725,78.188
Gp0266817,-68.4725,78.188
Gp0266818,-68.4725,78.188
Gp0266819,-68.4725,78.188
Gp0266820,-68.4725,78.188
Gp0266821,-68.4725,78.188
Gp0266822,-68.4725,78.188
Gp0266823,-68.4725,78.188
Gp0266824,-68.4725,78.188
Gp0266825,-68.4725,78.188
Gp0266826,-68.4725,78.188
Gp0266827,-68.4725,78.188
Gp0266828,-68.4725,78.188
Gp0266829,-68.4725,78.188
Gp0266830,-68.4725,78.188
Gp0266831,-68.4725,78.188
Gp0266832,-68.4725,78.188
Gp0266833,-68.4725,78.188
Gp0266834,-68.4725,78.188
Gp0266835,-68.4725,78.188
Gp0266836,-68.4725,78.188
Gp0266837,-68.4725,78.188
Gp0266838,-68.4725,78.188
Gp0266839,-68.4725,78.188
Gp0266840,-68.4725,78.188
Gp0266841,-68.4725,78.188
Gp0266842,-68.4725,78.188
Gp0266843,-68.4725,78.188
Gp0266846,-68.4725,78.188
Gp0266847,-68.4725,78.188
Gp0266848,-68.4725,78.188
Gp0266850,-68.4725,78.188
Gp0266851,-68.4725,78.188
Gp0266852,-68.4725,78.188
Gp0266853,-68.4725,78.188
Gp0266854,-68.4725,78.188
Gp0266855,-68.4725,78.188
Gp0266856,-68.4725,78.188
Gp0266857,-68.4725,78.188
Gp0266858,-68.4725,78.188
Gp0266859,-68.4725,78.188
Gp0266860,-68.4725,78.188
Gp0266861,-68.4725,78.188
Gp0266862,-68.4725,78.188
Gp0266863,-68.4725,78.188
Gp0266864,-68.4725,78.188
Gp0266865,-68.4725,78.188
Gp0266866,-68.4725,78.188
Gp0266867,-68.4725,78.188
Gp0266868,-68.4725,78.188
Gp0266869,-68.4725,78.188
Gp0266870,-68.4725,78.188
Gp0266871,-68.4725,78.188
Gp0266872,-68.4725,78.188
