biosample_id,latitude,longitude
nmdc:bsm-11-7hxbc018,42.7696832,-70.916893
nmdc:bsm-11-7hyea069,47.136134,-99.232896
nmdc:bsm-11-7hymzn25,33.406134,-97.593996
nmdc:bsm-11-7j0fnc87,46.1214,-123.2701
nmdc:bsm-11-7j6cvc30,38.890566,-78.139432
nmdc:bsm-11-7j7fps39,41.178,-91.182
nmdc:bsm-11-7j8jyw91,43.0995,-89.4045
nmdc:bsm-11-7j9xm862,47.136134,-99.232896
nmdc:bsm-11-7ja19882,40.176674,-112.456785
nmdc:bsm-11-7jb4sb45,38.233269,-109.397418
nmdc:bsm-11-7jbgqg24,65.154979,-147.507196
nmdc:bsm-11-7jmb7q22,45.665551,-89.21809
nmdc:bsm-11-7jnf7s04,42.30844,-71.3412
nmdc:bsm-11-7jvh3h24,63.831139,-145.747612
nmdc:bsm-11-7jvyq220,40.461894,-103.02929
nmdc:bsm-11-7jw47e63,44.296098,-85.199612
nmdc:bsm-11-7jxewe70,43.0995,-89.4045
nmdc:bsm-11-7k45dr18,40.201043,-112.497129
nmdc:bsm-11-7k5wd977,42.45243,-72.250472
nmdc:bsm-11-7k950541,45.763274,-87.187681
nmdc:bsm-11-7kf2wr46,45.763274,-87.187681
nmdc:bsm-11-7kg30m19,68.664072,-149.381292
nmdc:bsm-11-7kghzb40,42.476365,-85.451887
nmdc:bsm-11-7kk2qd96,41.68,-70.2
nmdc:bsm-11-7kksp579,43.0995,-89.4045
nmdc:bsm-11-7kpxhm28,42.427091,-72.229737
nmdc:bsm-11-7kq5jp85,33.397987,-97.568339
nmdc:bsm-11-7kvety88,42.966111,-89.35611
nmdc:bsm-11-7kx91c65,29.689482,-81.960693
nmdc:bsm-11-7kx9fs40,40.460611,-103.030496
nmdc:bsm-11-7kyxpg89,43.0995,-89.4045
nmdc:bsm-11-7m09me46,42.481016,-72.178343
nmdc:bsm-11-7m103t50,46.23391,-89.537254
nmdc:bsm-11-7m6nm602,43.099,-89.405
nmdc:bsm-11-7m9b7334,65.153632,-147.509712
nmdc:bsm-11-7mb3fy07,35.9076,-79.0506
nmdc:bsm-11-7mba1307,42.476365,-85.451887
nmdc:bsm-11-7mf3wa05,35.930248,-84.270109
nmdc:bsm-11-7mg87v50,42.45243,-72.250472
nmdc:bsm-11-7mgxgb03,42.476365,-85.451887
nmdc:bsm-11-7mhrqx44,42.013,-93.743
nmdc:bsm-11-7mjj0164,38.899872,-76.543752
nmdc:bsm-11-7mmth739,42.476365,-85.451887
nmdc:bsm-11-7mnk0w80,42.476365,-85.451887
nmdc:bsm-11-7mnq9s32,37.106602,-119.72024
nmdc:bsm-11-7mpp6y36,38.887763,-78.147164
nmdc:bsm-11-7mscvd47,65.16100485,-147.4828235
nmdc:bsm-11-7n15y297,37.37556,-80.5202
nmdc:bsm-11-7n3qqg53,38.5326,-121.783
nmdc:bsm-11-7n48y846,40.664703,-105.22479
nmdc:bsm-11-7n6p8d80,46.1215,-123.271
nmdc:bsm-11-7nesc263,33.397987,-97.568339
nmdc:bsm-11-7ngzvw09,40.205921,-112.430276
nmdc:bsm-11-7nhy7j41,19.389389,-155.25
nmdc:bsm-11-7njgrq37,28.073118,-81.428559
nmdc:bsm-11-7nkps644,42.537308,-72.179312
nmdc:bsm-11-7nn1mw88,40.81275,-104.696873
nmdc:bsm-11-7nn7sq09,-34.950556,118.100833
nmdc:bsm-11-7np03b47,39.215958,-96.594339
nmdc:bsm-11-7np5cn89,39.7392,-123.6308
nmdc:bsm-11-7nx0wa65,45.762451,-122.331158
nmdc:bsm-11-7nyrnx47,44.296098,-85.199683
nmdc:bsm-11-7p2cwb37,33.403989,-97.572744
nmdc:bsm-11-7p6b0f84,32.922166,-87.428895
nmdc:bsm-11-7pd35x72,39.082563,-96.566704
nmdc:bsm-11-7pfvq374,42.39,-85.37
nmdc:bsm-11-7pj71g20,-23.0352333333,14.9499833333
nmdc:bsm-11-7pjtmm53,65.174447,-147.478155
nmdc:bsm-11-7pmnnm02,46.800934,-100.916415
nmdc:bsm-11-7pnxca42,40.7846,-111.7954
nmdc:bsm-11-7px1xy20,42.489469,-72.275158
nmdc:bsm-11-7pxptb67,37.851667,-122.294444
nmdc:bsm-11-7pyf6x17,38.5382,-121.7617
nmdc:bsm-11-7pyrek52,46.121307,-123.269236
nmdc:bsm-11-7pze0v39,37.3779,-80.52435
nmdc:bsm-11-7q0pn742,45.83986,-119.70058
nmdc:bsm-11-7q0tq290,50.91020354498825,6.414313738007794
nmdc:bsm-11-7q4cjr78,42.39,-85.37
nmdc:bsm-11-7q5arq77,42.476365,-85.451887
nmdc:bsm-11-7q5vhr29,45.824274,-121.966341
nmdc:bsm-11-7q8jae23,37.03337,-119.26219
nmdc:bsm-11-7q9r3f65,44.296098,-85.199612
nmdc:bsm-11-7qaw2x10,42.481016,-72.178343
nmdc:bsm-11-7qd9s644,42.013,-93.743
nmdc:bsm-11-7qdyhv63,42.013,-93.743
nmdc:bsm-11-7qeb9164,42.013,-93.743
nmdc:bsm-11-7qfr9634,44.296098,-85.199612
nmdc:bsm-11-7qgqct96,31.855414,-88.160393
nmdc:bsm-11-7qjb7v06,50.95966328263342,6.860186268125372
nmdc:bsm-11-7qpyrg07,42.476365,-85.451887
nmdc:bsm-11-7qsmt772,37.368528,-80.526975
nmdc:bsm-11-7qyr4e39,50.91020354498825,6.414313738007794
nmdc:bsm-11-7r5v5x81,44.296098,-85.199612
nmdc:bsm-11-7rab8123,38.5326,-121.783
nmdc:bsm-11-7rhy8q70,33.73,-84.37
nmdc:bsm-11-7rj5wg44,68.627175,-149.590514
nmdc:bsm-11-7rmm2363,63.872772,-149.220657
nmdc:bsm-11-7rvqj077,63.853315,-145.760668
nmdc:bsm-11-7rx3y818,29.684075,-81.959108
nmdc:bsm-11-7s859z04,42.013,-93.743
nmdc:bsm-11-7sda8g90,38.8896,-78.13865
nmdc:bsm-11-7sf89k29,40.81909,-104.748961
nmdc:bsm-11-7sftem25,42.39,-85.37
nmdc:bsm-11-7sp83167,31.806908,-88.193888
nmdc:bsm-11-7srsnn95,-37.796972960817214,144.95895892649088
nmdc:bsm-11-7sv6x205,42.476365,-85.451887
nmdc:bsm-11-7sz6ga87,39.058809,-78.070547
nmdc:bsm-11-7t0gc390,19.557778,-155.230067
nmdc:bsm-11-7t0qgt55,40.61043,-78.00803
nmdc:bsm-11-7t8wqj96,28.126189,-81.433661
nmdc:bsm-11-7tbshv32,40.180775,-112.431854
nmdc:bsm-11-7tcngb05,39.339682,-123.75201
nmdc:bsm-11-7td5zs05,45.802505,-90.062109
nmdc:bsm-11-7thp5n72,45.665551,-89.218087
nmdc:bsm-11-7tjhgg89,40.176674,-112.456785
nmdc:bsm-11-7tmmrd19,42.742292,-70.826692
nmdc:bsm-11-7tsq6y25,63.88224,-145.739248
nmdc:bsm-11-7tw00c81,42.476365,-85.451887
nmdc:bsm-11-7twwzs96,42.481016,-72.178343
nmdc:bsm-11-7txndj26,42.476365,-85.451887
nmdc:bsm-11-7v0s5h20,35.8443,-83.9607
nmdc:bsm-11-7v3xtx04,35.964418,-84.285882
nmdc:bsm-11-7v4z8094,44.296098,-85.199683
nmdc:bsm-11-7v56pg90,42.476365,-85.451887
nmdc:bsm-11-7v7dn954,44.296098,-85.199683
nmdc:bsm-11-7van6775,42.013,-93.743
nmdc:bsm-11-7vatjq05,43.0995,-89.4045
nmdc:bsm-11-7vbzwd65,68.627175,-149.590514
nmdc:bsm-11-7vecd904,47.171565,-99.051268
nmdc:bsm-11-7vkg6p65,42.476365,-85.451887
nmdc:bsm-11-7vmfc353,63.875485,-149.21903
nmdc:bsm-11-7vnxhm24,38.897609,-78.152007
nmdc:bsm-11-7vwcsw36,38.994073,-76.977954
nmdc:bsm-11-7vx6n075,39.041659,-95.19703
nmdc:bsm-11-7vx7r983,65.153632,-147.509712
nmdc:bsm-11-7w0ggn04,37.851667,-122.294444
nmdc:bsm-11-7w509g61,44.296098,-85.199623
nmdc:bsm-11-7w57t544,35.964418,-84.285882
nmdc:bsm-11-7w8fc560,35.957646,-84.261838
nmdc:bsm-11-7w9m7a60,65.174447,-147.478155
nmdc:bsm-11-7wcy4p18,63.88112,-145.75136
nmdc:bsm-11-7wdrry70,46.008,-89.701
nmdc:bsm-11-7we3bz18,42.476365,-85.451887
nmdc:bsm-11-7wed9914,-34.950556,118.100833
nmdc:bsm-11-7wextd46,32.523355,-87.814626
nmdc:bsm-11-7whp1871,37.206429,-6.955089
nmdc:bsm-11-7wjfe908,45.763274,-87.187681
nmdc:bsm-11-7wqz4q59,40.818451,-104.707164
nmdc:bsm-11-7wvkv565,65.174447,-147.478155
nmdc:bsm-11-7wwveb53,63.881243,-145.753351
nmdc:bsm-11-7wzdyc71,42.476365,-85.451887
nmdc:bsm-11-7x6nqj98,18.020963,-67.074891
nmdc:bsm-11-7x74h626,40.465261,-103.0346
nmdc:bsm-11-7x7s3z27,33.398235,-97.566725
nmdc:bsm-11-7xd99617,42.476365,-85.451887
nmdc:bsm-11-7xhse671,44.296098,-85.199683
nmdc:bsm-11-7xjvx513,37.106602,-119.72024
nmdc:bsm-11-7xmfgy37,18.321,-65.8172
nmdc:bsm-11-7xr1gr17,45.763274,-87.187681
nmdc:bsm-11-7xx8mt24,42.476365,-85.451887
nmdc:bsm-11-7xzwrg30,42.476365,-85.451887
nmdc:bsm-11-7y3tzf95,43.0995,-89.4045
nmdc:bsm-11-7y4vbr37,34.4148,-119.8405
nmdc:bsm-11-7y9bxa49,42.476365,-85.451887
nmdc:bsm-11-7ya6as73,36.95497,-119.02375
nmdc:bsm-11-7yet5c90,42.013,-93.743
nmdc:bsm-11-7yg2ne22,44.5875,-123.1932
nmdc:bsm-11-7ygbs065,32.977665,-87.432705
nmdc:bsm-11-7yjtg159,44.588,-123.193
nmdc:bsm-11-7yk57y24,18.321,-65.8172
nmdc:bsm-11-7ymmqd43,44.296098,-85.199612
nmdc:bsm-11-7yq6an11,38.5382,-121.7617
nmdc:bsm-11-7yrder90,42.476365,-85.451887
nmdc:bsm-11-7ys4bq50,33.378824,-97.646691
nmdc:bsm-11-7ys4ta07,42.476365,-85.451887
nmdc:bsm-11-7yv1p724,42.476365,-85.451887
nmdc:bsm-11-7yzp8e04,32.590562,-106.82446
nmdc:bsm-11-7z1n0696,42.966111,-89.35611
nmdc:bsm-11-7z1qvf63,44.588,-123.193
nmdc:bsm-11-7z2hx069,39.103827,-96.561811
nmdc:bsm-11-7z5s2557,42.476365,-85.451887
nmdc:bsm-11-7z7ny468,42.476365,-85.451887
nmdc:bsm-11-7za5cn37,42.39,-85.37
nmdc:bsm-11-7zbt6432,61.6754,7.21196
nmdc:bsm-11-7zd7rn81,40.27733,-105.546207
nmdc:bsm-11-7zk9ba04,42.013,-93.743
nmdc:bsm-11-7zkvja05,40.201043,-112.497129
nmdc:bsm-11-7zptkn06,42.476365,-85.451887
nmdc:bsm-11-7zq5r135,42.013,-93.743
nmdc:bsm-11-7zqzy682,51.209477,30.186975
nmdc:bsm-11-7zw42h09,35.410788,-99.057569
nmdc:bsm-11-8021r407,37.00583,-119.00602
nmdc:bsm-11-8029d749,19.564817,-155.313626
nmdc:bsm-11-803whg09,43.099,-89.405
nmdc:bsm-11-80bdyg71,42.39,-85.37
nmdc:bsm-11-80gna819,42.39,-85.37
nmdc:bsm-11-80jr8p82,45.49369,-89.58571
nmdc:bsm-11-80kpdz50,40.185938,-112.47248
nmdc:bsm-11-80t78t55,68.627175,-149.590514
nmdc:bsm-11-80v0ms94,42.013,-93.743
nmdc:bsm-11-80vkf190,47.118581,-99.239944
nmdc:bsm-11-80vze961,50.523433,30.395817
nmdc:bsm-11-80ww3q63,42.476365,-85.451887
nmdc:bsm-11-80zwww41,47.151171,-99.262648
nmdc:bsm-11-8148q332,45.83986,-119.70058
nmdc:bsm-11-819g7k09,45.824185,-121.955555
nmdc:bsm-11-81a35963,46.232249,-89.534573
nmdc:bsm-11-81chfb41,34.837599,-102.545567
nmdc:bsm-11-81g87v10,46.254613,-89.512657
nmdc:bsm-11-81h24n81,40.185938,-112.47248
nmdc:bsm-11-81hpgb84,46.237778,-89.541857
nmdc:bsm-11-81tjc083,44.296098,-85.199612
nmdc:bsm-11-81v1c563,31.196458,-84.461913
nmdc:bsm-11-82360173,40.463935,-103.035332
nmdc:bsm-11-823zf212,1.294588,103.776828
nmdc:bsm-11-825geg82,46.1208,-123.2713
nmdc:bsm-11-825pc223,42.966111,-89.35611
nmdc:bsm-11-82986e40,29.688969,-81.991102
nmdc:bsm-11-82e1ee94,37.111276,-119.728168
nmdc:bsm-11-82qw5v38,46.1212,-123.2713
nmdc:bsm-11-82zpa946,40.043059,-105.581501
nmdc:bsm-11-83549014,-33.850022,151.267489
nmdc:bsm-11-835edg96,44.944613,-110.433659
nmdc:bsm-11-8360dt60,31.828844,-110.823985
nmdc:bsm-11-837e8e11,35.6667,-78.5097
nmdc:bsm-11-83aqqr58,47.12584,-99.253801
nmdc:bsm-11-83d4x272,29.703861,-81.956817
nmdc:bsm-11-83e83s62,37.87745088325767,-122.25056987961348
nmdc:bsm-11-83feah48,40.055052,-105.561551
nmdc:bsm-11-83szgs47,44.951273,-110.536649
nmdc:bsm-11-83t8kn59,46.1215,-123.2705
nmdc:bsm-11-848pnr92,39.7392,-123.6308
nmdc:bsm-11-849gbv32,42.476365,-85.451887
nmdc:bsm-11-84cmm315,45.763274,-87.187681
nmdc:bsm-11-84dyfy12,45.822941,-121.998707
nmdc:bsm-11-84h14155,42.476365,-85.451887
nmdc:bsm-11-84h39903,44.296098,-85.199683
nmdc:bsm-11-84j1bp53,28.073118,-81.428559
nmdc:bsm-11-84j1jc90,43.0995,-89.4045
nmdc:bsm-11-84jrea52,33.380971,-97.620209
nmdc:bsm-11-84mpmk75,40.818451,-104.707164
nmdc:bsm-11-84qt1112,32.538802,-87.804522
nmdc:bsm-11-84tnh227,40.76835556,-111.8462639
nmdc:bsm-11-851ejn28,9.77981,-84.60628
nmdc:bsm-11-852vpb47,40.818371,-104.746715
nmdc:bsm-11-859ggk43,42.013,-93.743
nmdc:bsm-11-85a7ah03,40.175366,-112.453933
nmdc:bsm-11-85akfq83,63.853315,-145.760668
nmdc:bsm-11-85bmka18,38.53502,-121.77985
nmdc:bsm-11-85bym563,44.296098,-85.199612
nmdc:bsm-11-85e8h212,43.0995,-89.4045
nmdc:bsm-11-85eakk27,47.136134,-99.232896
nmdc:bsm-11-85fnxn49,44.296098,-85.199612
nmdc:bsm-11-85nfgs59,38.883308,-78.120371
nmdc:bsm-11-85s87214,63.872772,-149.220657
nmdc:bsm-11-85vfjq03,40.850866,-104.699535
nmdc:bsm-11-85xd8591,39.7392,-123.6308
nmdc:bsm-11-85yjrv61,40.7278,-91.9596
nmdc:bsm-11-861dt728,40.460053,-103.029801
nmdc:bsm-11-864g3h39,42.476365,-85.451887
nmdc:bsm-11-8677ak11,37.19965,-108.6875167
nmdc:bsm-11-867gyh34,44.063889,-71.287375
nmdc:bsm-11-869wte46,65.153889,-147.512286
nmdc:bsm-11-86g4cr97,44.119417,-89.533806
nmdc:bsm-11-86m3kx79,17.963818,-66.875667
nmdc:bsm-11-86rqew60,63.88224,-145.739248
nmdc:bsm-11-86xs9m25,39.103827,-96.561811
nmdc:bsm-11-874d6y83,40.201043,-112.497129
nmdc:bsm-11-875d1b92,42.424246,-72.258285
nmdc:bsm-11-8787zw41,44.041571,-71.28692
nmdc:bsm-11-87at0k74,45.665551,-89.218027
nmdc:bsm-11-87eejc42,40.176674,-112.456785
nmdc:bsm-11-87n47x38,42.45243,-72.250472
nmdc:bsm-11-87ymym19,40.180775,-112.431854
nmdc:bsm-11-87zmxc96,39.075067,-96.555874
nmdc:bsm-11-8806nw34,50.5269,30.4439
nmdc:bsm-11-88fnj338,42.535686,-72.177968
nmdc:bsm-11-88jx8v83,37.106602,-119.72024
nmdc:bsm-11-88kssc71,18.321,-65.8172
nmdc:bsm-11-88m21j26,48.16859,-117.3904
nmdc:bsm-11-88v02977,39.7392,-123.6308
nmdc:bsm-11-88vnt703,45.802505,-90.062109
nmdc:bsm-11-88ybpx66,35.907944,-84.275214
nmdc:bsm-11-88zk9062,32.532479,-87.818534
nmdc:bsm-11-89024828,42.013,-93.743
nmdc:bsm-11-890cef46,40.041058,-105.547043
nmdc:bsm-11-89627573,35.916313,-84.263286
nmdc:bsm-11-899bm454,44.588348,-123.19403
nmdc:bsm-11-89c30k89,19.552827,-155.319745
nmdc:bsm-11-89cgj483,42.39,-85.37
nmdc:bsm-11-89ck5w94,42.476365,-85.451887
nmdc:bsm-11-89cycc16,42.476365,-85.451887
nmdc:bsm-11-89pqqx98,40.460659,-103.033324
nmdc:bsm-11-89q03t84,1.294588,103.776828
nmdc:bsm-11-89qxr917,43.0995,-89.4045
nmdc:bsm-11-89x2j080,68.627175,-149.590514
nmdc:bsm-11-89xbt085,68.616768,-149.629355
nmdc:bsm-11-8a9nh559,-18.822567,147.63755
nmdc:bsm-11-8aaa9d20,44.296098,-85.199612
nmdc:bsm-11-8ac5jw29,31.808316,-88.188214
nmdc:bsm-11-8agjf257,68.658157,-149.362189
nmdc:bsm-11-8ah8pz02,46.121,-123.2707
nmdc:bsm-11-8aktkq28,46.121117,-123.269633
nmdc:bsm-11-8anp1f14,45.83986,-119.70058
nmdc:bsm-11-8aq6ns85,43.0995,-89.4045
nmdc:bsm-11-8aw03414,42.476365,-85.451887
nmdc:bsm-11-8aycnv67,31.910358,-110.838435
nmdc:bsm-11-8b27gn39,43.0995,-89.4045
nmdc:bsm-11-8b47yq58,18.321,-65.8172
nmdc:bsm-11-8b4rh852,-37.796972960817214,144.95895892649088
nmdc:bsm-11-8b68ry74,68.66045,-149.37013
nmdc:bsm-11-8b6hy749,42.966111,-89.35611
nmdc:bsm-11-8b794q64,37.034451,-119.268722
nmdc:bsm-11-8b8b0344,63.8798,-149.21539
nmdc:bsm-11-8bewbp90,44.5882,-123.194
nmdc:bsm-11-8bfp0v23,68.627175,-149.590514
nmdc:bsm-11-8bpvk758,42.476365,-85.451887
nmdc:bsm-11-8bpz6388,31.806908,-88.193888
nmdc:bsm-11-8bvppw11,38.9603293,-76.925967
nmdc:bsm-11-8c18wc38,15.2769,35.3989
nmdc:bsm-11-8c1xaq77,44.296098,-85.199612
nmdc:bsm-11-8c266042,45.763274,-87.187681
nmdc:bsm-11-8c37dz42,45.83986,-119.70058
nmdc:bsm-11-8c5vbp39,44.951273,-110.536649
nmdc:bsm-11-8ccpbe87,68.627175,-149.590514
nmdc:bsm-11-8ceyq796,31.187671,-84.45585
nmdc:bsm-11-8cgpqn03,46.1209,-123.2697
nmdc:bsm-11-8chx6q64,32.951498,-87.398914
nmdc:bsm-11-8cp28w39,37.20772,-6.957318
nmdc:bsm-11-8cxnkr78,31.194314,-84.477077
nmdc:bsm-11-8cz1d776,64.85568,-147.80559
nmdc:bsm-11-8d74da13,44.932467,-110.634896
nmdc:bsm-11-8d9h4m13,42.476365,-85.451887
nmdc:bsm-11-8d9hw388,68.666666,-149.369752
nmdc:bsm-11-8daqy636,44.119417,-89.533806
nmdc:bsm-11-8db1c356,40.190515,-112.51523
nmdc:bsm-11-8dk2fa17,31.821083,-88.182318
nmdc:bsm-11-8dq5a160,43.0995,-89.4045
nmdc:bsm-11-8ds38687,42.013,-93.743
nmdc:bsm-11-8e0s1r41,68.665514,-149.375519
nmdc:bsm-11-8e2bnq15,40.817297,-104.747096
nmdc:bsm-11-8e432w27,42.44,-76.5
nmdc:bsm-11-8e43d898,46.1212,-123.2708
nmdc:bsm-11-8e4b2t95,40.853093,-104.728006
nmdc:bsm-11-8e4hjr18,40.81275,-104.696873
nmdc:bsm-11-8e76kk38,42.476365,-85.451887
nmdc:bsm-11-8e8hht33,63.831139,-145.747612
nmdc:bsm-11-8egt1c03,-37.796972960817214,144.95895892649088
nmdc:bsm-11-8enazm58,28.043948,-81.393638
nmdc:bsm-11-8ep0r524,29.702914,-82.008881
nmdc:bsm-11-8eq0ee41,35.88,-106.3031
nmdc:bsm-11-8ety2s51,42.476365,-85.451887
nmdc:bsm-11-8eyc1a26,32.54069,-87.79835
nmdc:bsm-11-8eypa967,46.1211,-123.2694
nmdc:bsm-11-8eyvpv88,42.476365,-85.451887
nmdc:bsm-11-8f09yd58,32.531982,-87.81434
nmdc:bsm-11-8f0eft67,31.667875,-81.840062
nmdc:bsm-11-8f1c6514,40.046544,-105.58471
nmdc:bsm-11-8f1zfs86,51.20469,30.172673
nmdc:bsm-11-8f54jh47,34.4149,-119.841
nmdc:bsm-11-8f9kza98,51.172432,30.045733
nmdc:bsm-11-8fbdsn72,44.119417,-89.533806
nmdc:bsm-11-8fbm4j90,46.97638889,-87.98416667
nmdc:bsm-11-8ffzsq82,42.013,-93.743
nmdc:bsm-11-8fhctf92,45.479917,-89.556089
nmdc:bsm-11-8fmn2e36,38.5326,-121.783
nmdc:bsm-11-8fxycg38,44.296098,-85.199612
nmdc:bsm-11-8g0z9180,68.585776,-149.54318
nmdc:bsm-11-8g6g5j63,42.539966,-72.178072
nmdc:bsm-11-8g7j2b05,42.013,-93.743
nmdc:bsm-11-8g7xbe66,46.121253,-123.270368
nmdc:bsm-11-8g9ma897,40.810934,-104.729248
nmdc:bsm-11-8ge1z192,32.952869,-87.397606
nmdc:bsm-11-8ge3yj07,39.041659,-95.19703
nmdc:bsm-11-8ge5dc72,31.196488,-84.464108
nmdc:bsm-11-8gez3c21,42.476365,-85.451887
nmdc:bsm-11-8ggmxe88,68.666666,-149.369752
nmdc:bsm-11-8gky7105,44.296098,-85.199612
nmdc:bsm-11-8gnt6y91,51.172432,30.045733
nmdc:bsm-11-8gq5te80,37.112827,-119.731615
nmdc:bsm-11-8h1a1021,35.963926,-84.287233
nmdc:bsm-11-8h1zs523,42.476365,-85.451887
nmdc:bsm-11-8h7agy76,37.111276,-119.728168
nmdc:bsm-11-8h7k8y65,42.476365,-85.451887
nmdc:bsm-11-8h8t5r67,37.207427,-6.966599
nmdc:bsm-11-8hdfmk15,46.9216469,-120.658644
nmdc:bsm-11-8hfx7a03,42.476365,-85.451887
nmdc:bsm-11-8j23nv63,32.957884,-87.432614
nmdc:bsm-11-8j26c425,42.013,-93.743
nmdc:bsm-11-8j3ky234,42.476365,-85.451887
nmdc:bsm-11-8j4zrd45,43.0995,-89.4045
nmdc:bsm-11-8j5h2x66,42.013,-93.743
nmdc:bsm-11-8j9g0141,32.977665,-87.432705
nmdc:bsm-11-8jbjsw60,18.034464,-67.066822
nmdc:bsm-11-8jeee361,44.296098,-85.199612
nmdc:bsm-11-8jfcjq92,37.03337,-119.26219
nmdc:bsm-11-8jjrf704,63.881243,-145.753351
nmdc:bsm-11-8jk2bw63,50.91020354498825,6.414313738007794
nmdc:bsm-11-8jp49k23,63.872772,-149.220657
nmdc:bsm-11-8jqvm202,42.476365,-85.451887
nmdc:bsm-11-8jrgeg44,44.119417,-89.533806
nmdc:bsm-11-8jwy9y79,43.0995,-89.4045
nmdc:bsm-11-8k70mx18,38.893949,-78.135536
nmdc:bsm-11-8k8by424,46.210824,-89.49004
nmdc:bsm-11-8kaw9q16,42.39,-85.37
nmdc:bsm-11-8kc4dg60,35.88,-106.3031
nmdc:bsm-11-8kmgnj05,40.043059,-105.581501
nmdc:bsm-11-8kxtph39,32.630328,-106.86076
nmdc:bsm-11-8m3pv776,64.8558,-147.8335
nmdc:bsm-11-8m8bab62,43.0995,-89.4045
nmdc:bsm-11-8m8geb32,35.404309,-99.059225
nmdc:bsm-11-8m8gqn11,42.476365,-85.451887
nmdc:bsm-11-8m8z4535,44.119417,-89.533806
nmdc:bsm-11-8macx060,31.909531,-110.833359
nmdc:bsm-11-8mhr8c86,45.665551,-89.218027
nmdc:bsm-11-8mnmry39,64.8558,-147.8335
nmdc:bsm-11-8mnwe084,46.234625,-89.560771
nmdc:bsm-11-8mt1g171,42.476365,-85.451887
nmdc:bsm-11-8myryd31,17.973138,-66.861701
nmdc:bsm-11-8nb92s92,32.592144,-106.84334
nmdc:bsm-11-8nd21r75,68.627175,-149.590514
nmdc:bsm-11-8nf2gp10,67.054281,-150.338328
nmdc:bsm-11-8ng9ne26,28.1232,-81.43487
nmdc:bsm-11-8nh9dq45,19.578312,-155.318129
nmdc:bsm-11-8nj7n985,33.321251,-97.57765
nmdc:bsm-11-8nmjfq12,42.476365,-85.451887
nmdc:bsm-11-8nr76g82,28.0967,-81.418579
nmdc:bsm-11-8nreet90,37.851667,-122.294444
nmdc:bsm-11-8nzh3m86,31.821083,-88.182318
nmdc:bsm-11-8nzk7c81,43.0995,-89.4045
nmdc:bsm-11-8p142d89,42.966111,-89.35611
nmdc:bsm-11-8p7qct22,40.810934,-104.729248
nmdc:bsm-11-8p82y761,44.296098,-85.199612
nmdc:bsm-11-8p8f0662,39.087516,-77.962567
nmdc:bsm-11-8p924n47,45.665551,-89.218063
nmdc:bsm-11-8p95bf71,50.25,-4.22
nmdc:bsm-11-8pdhz057,40.478666,-103.019238
nmdc:bsm-11-8perqc97,43.099,-89.405
nmdc:bsm-11-8pffx390,39.119992,-96.546015
nmdc:bsm-11-8pfh0j80,47.136134,-99.232896
nmdc:bsm-11-8pgw6j07,32.5,-117.25
nmdc:bsm-11-8pmq9120,44.119417,-89.533806
nmdc:bsm-11-8pn46339,39.110568,-96.550145
nmdc:bsm-11-8pqh0e39,43.0995,-89.4045
nmdc:bsm-11-8pwwr630,38.93,-77.05
nmdc:bsm-11-8px2bb97,38.5326,-121.783
nmdc:bsm-11-8pxg3c49,68.560148,-149.528532
nmdc:bsm-11-8q3kw433,34.4149,-119.841
nmdc:bsm-11-8q3twd36,29.694993,-81.947419
nmdc:bsm-11-8q73ej69,42.013,-93.743
nmdc:bsm-11-8qdmhw37,68.664072,-149.381292
nmdc:bsm-11-8qdykb22,-33.99138,151.232539
nmdc:bsm-11-8qh0s869,36.72089,-108.20216
nmdc:bsm-11-8qkdew37,39.103827,-96.561811
nmdc:bsm-11-8qkhhb25,38.456,-121.5013
nmdc:bsm-11-8qn9pf64,42.013,-93.743
nmdc:bsm-11-8qnrff52,44.296098,-85.199612
nmdc:bsm-11-8qrc0539,65.15401,-147.50258
nmdc:bsm-11-8qsxqe51,44.296098,-85.199612
nmdc:bsm-11-8qtd7m44,68.627175,-149.590514
nmdc:bsm-11-8qygv921,45.763274,-87.187681
nmdc:bsm-11-8r3eqh05,37.851667,-122.294444
nmdc:bsm-11-8r4j8y36,45.83986,-119.70058
nmdc:bsm-11-8r7d4q55,-23.7834,15.0804
nmdc:bsm-11-8r7hz861,18.020196,-67.075468
nmdc:bsm-11-8rd1m953,33.131027,-79.811134
nmdc:bsm-11-8rjwrs76,40.046544,-105.58471
nmdc:bsm-11-8rkrf165,43.0995,-89.4045
nmdc:bsm-11-8rkzet19,35.938227,-84.32368
nmdc:bsm-11-8rn9bm20,42.481016,-72.178343
nmdc:bsm-11-8rtag096,42.476365,-85.451887
nmdc:bsm-11-8rvmse49,46.256193,-89.515052
nmdc:bsm-11-8rw1k695,45.763274,-87.187681
nmdc:bsm-11-8s6pyx85,17.972832,-66.857711
nmdc:bsm-11-8s7cw583,37.0522,-119.1953
nmdc:bsm-11-8s889m42,44.296098,-85.199612
nmdc:bsm-11-8s8j4g78,1.435145214,103.7113599
nmdc:bsm-11-8s8k3d21,40.465235,-103.032104
nmdc:bsm-11-8sb2cb42,38.261284,-109.349483
nmdc:bsm-11-8scpdb58,71.281245,-156.603377
nmdc:bsm-11-8sd8fz91,40.81275,-104.696873
nmdc:bsm-11-8sdz8z44,42.476365,-85.451887
nmdc:bsm-11-8smkxv71,46.008,-89.701
nmdc:bsm-11-8sr70j95,45.508883,-89.588327
